,srcDistrictName,Number of Households issue Job Card Schedule Castes (SC),Number of Households issue Job Card Others,Total number of Households issue Job Card,Number of person days generated Scheduled Caste (SCs),Total number of person days generated,Families completed 100days Scheduled Caste (SCs),Families completed 100days Others,Total Families completed 100 days,YearCode
46110,garo hills,0,0,45,0,4500,0,0,0,2015
46111,khasi hills,0,0,21,0,1301,0,0,0,2020
46112,garo hills,0,1,39,0,549,0,0,0,2014
46113,garo hills,0,0,15,0,1430,0,0,14,2021
46114,garo hills,0,0,34,0,3400,0,0,34,2021
46115,garo hills,0,0,219,0,21608,0,0,21,2019
46116,khasi hills,0,0,56,0,3006,0,0,0,2021
46117,jaintia hills,0,0,44,0,3781,0,0,0,2020
46118,garo hills,0,0,19,0,1668,0,0,15,2016
46119,garo hills,0,3,150,0,13840,0,2,132,2020
46120,garo hills,0,50,50,0,3180,0,0,0,2021
46121,garo hills,0,0,138,0,12315,0,0,115,2018
46122,garo hills,0,0,50,0,2835,0,0,0,2021
46123,garo hills,0,0,41,0,2900,0,0,29,2016
46124,garo hills,0,0,82,0,7950,0,0,54,2014
46125,garo hills,0,0,31,0,3100,0,0,30,2017
46126,khasi hills,0,0,8,0,0,0,0,0,2019
46127,khasi hills,0,0,196,0,9664,0,0,13,2015
46128,khasi hills,0,0,94,0,9400,0,0,94,2019
46129,garo hills,0,0,35,0,408,0,0,0,2015
46130,jaintia hills,0,0,22,0,0,0,0,0,2015
46131,garo hills,0,1,115,0,11290,0,1,35,2019
46132,khasi hills,0,0,150,0,15000,0,0,150,2018
46133,ri bhoi,0,2,143,0,8558,0,0,3,2019
46134,garo hills,0,0,34,0,3400,0,0,34,2018
46135,garo hills,0,0,43,0,4276,0,0,41,2020
46136,khasi hills,0,0,77,0,0,0,0,0,2016
46137,garo hills,0,0,116,0,5010,0,0,0,2014
46138,khasi hills,0,0,43,0,3758,0,0,0,2020
46139,khasi hills,0,0,48,0,1147,0,0,28,2014
46140,garo hills,0,2,134,0,12100,0,2,121,2020
46141,garo hills,0,0,31,0,2520,0,0,0,2016
46142,garo hills,0,0,48,0,4570,0,0,45,2020
46143,garo hills,0,0,24,0,0,0,0,0,2014
46144,ri bhoi,0,0,25,0,0,0,0,0,2014
46145,khasi hills,0,1,68,0,3079,0,0,0,2018
46146,khasi hills,0,0,51,0,0,0,0,0,2015
46147,khasi hills,0,0,21,0,1800,0,0,0,2018
46148,ri bhoi,0,0,74,0,1766,0,0,0,2018
46149,khasi hills,0,2,134,0,3780,0,0,0,2014
46150,khasi hills,0,0,15,0,1000,0,0,1,2020
46151,garo hills,0,2,59,0,3187,0,0,0,2018
46152,garo hills,0,6,95,0,8295,0,0,53,2016
46153,jaintia hills,0,2,81,0,7296,0,1,3,2015
46154,khasi hills,0,0,166,0,6914,0,0,0,2021
46155,khasi hills,0,0,45,0,2341,0,0,0,2016
46156,garo hills,0,1,60,0,4421,0,0,0,2015
46157,garo hills,0,5,74,0,6322,0,5,62,2018
46158,ri bhoi,0,56,189,0,0,0,0,0,2017
46159,garo hills,0,2,36,0,2800,0,2,28,2016
46160,khasi hills,0,0,5,0,0,0,0,0,2014
46161,garo hills,0,0,73,0,1520,0,0,0,2019
46162,garo hills,0,1,76,0,6680,0,0,0,2021
46163,khasi hills,0,0,139,0,0,0,0,0,2016
46164,khasi hills,0,0,96,0,6783,0,0,0,2020
46165,khasi hills,0,1,183,0,0,0,0,0,2017
46166,ri bhoi,0,0,216,0,0,0,0,0,2018
46167,garo hills,0,0,120,0,6440,0,0,0,2016
46168,khasi hills,0,0,114,0,0,0,0,0,2015
46169,khasi hills,0,0,0,0,0,0,0,0,2014
46170,ri bhoi,0,0,70,0,0,0,0,0,2018
46171,garo hills,0,0,27,0,2025,0,0,0,2016
46172,jaintia hills,0,0,28,0,1022,0,0,0,2014
46173,garo hills,0,1,55,0,5500,0,1,55,2021
46174,garo hills,0,3,32,0,2600,0,0,26,2021
46175,garo hills,0,0,71,0,6486,0,0,64,2018
46176,garo hills,0,2,102,0,8989,0,1,30,2016
46177,garo hills,0,1,100,0,10000,0,1,100,2018
46178,khasi hills,0,0,20,0,1365,0,0,0,2018
46179,khasi hills,0,0,31,0,485,0,0,0,2017
46180,garo hills,0,1,45,0,4500,0,1,45,2019
46181,garo hills,0,2,182,0,8411,0,0,0,2017
46182,garo hills,0,0,21,0,1215,0,0,0,2014
46183,garo hills,0,0,97,0,2460,0,0,0,2015
46184,garo hills,0,0,23,0,2200,0,0,0,2014
46185,ri bhoi,0,0,24,0,2400,0,0,24,2016
46186,khasi hills,0,0,62,0,0,0,0,0,2015
46187,garo hills,0,4,53,0,3830,0,0,0,2018
46188,khasi hills,0,0,100,0,10000,0,0,100,2016
46189,garo hills,0,1,86,0,8595,0,1,81,2018
46190,garo hills,0,1,62,0,1722,0,0,0,2014
46191,khasi hills,0,0,35,0,0,0,0,0,2018
46192,ri bhoi,0,0,56,0,2200,0,0,0,2018
46193,garo hills,0,0,46,0,3062,0,0,10,2014
46194,garo hills,0,0,96,0,3456,0,0,0,2020
46195,khasi hills,0,89,93,0,8030,0,20,20,2019
46196,garo hills,0,0,115,0,9580,0,0,13,2019
46197,garo hills,0,0,57,0,0,0,0,0,2015
46198,khasi hills,0,0,29,0,357,0,0,0,2019
46199,khasi hills,0,0,127,0,0,0,0,0,2015
46200,ri bhoi,0,0,145,0,2609,0,0,0,2017
46201,garo hills,0,0,19,0,1620,0,0,0,2016
46202,garo hills,0,9,97,0,9118,0,0,10,2018
46203,khasi hills,0,0,39,0,3699,0,0,0,2014
46204,garo hills,0,2,61,0,6088,0,1,49,2020
46205,garo hills,0,0,36,0,2900,0,0,28,2016
46206,garo hills,0,0,40,0,2240,0,0,0,2015
46207,garo hills,0,0,22,0,2100,0,0,21,2018
46208,garo hills,112,58,206,4194,7556,0,0,0,2018
46209,khasi hills,0,0,215,0,1481,0,0,0,2016
46210,khasi hills,0,0,18,0,1800,0,0,18,2020
46211,jaintia hills,0,0,97,0,0,0,0,0,2018
46212,khasi hills,0,0,49,0,1579,0,0,0,2015
46213,garo hills,0,0,24,0,2394,0,0,18,2020
46214,jaintia hills,0,0,539,0,31562,0,0,32,2019
46215,jaintia hills,0,0,87,0,5807,0,0,18,2021
46216,garo hills,0,1,184,0,14103,0,1,102,2016
46217,garo hills,0,0,0,0,0,0,0,0,2015
46218,garo hills,0,2,78,0,6080,0,0,0,2015
46219,garo hills,20,6,229,2000,22800,20,6,228,2020
46220,khasi hills,0,0,35,0,828,0,0,0,2015
46221,garo hills,0,1,108,0,10294,0,1,97,2017
46222,garo hills,0,1,108,0,10673,0,0,56,2021
46223,khasi hills,0,0,43,0,908,0,0,0,2017
46224,garo hills,0,1,39,0,3900,0,1,39,2019
46225,khasi hills,0,0,64,0,1986,0,0,0,2021
46226,khasi hills,0,0,36,0,2552,0,0,7,2019
46227,khasi hills,0,0,28,0,1861,0,0,10,2018
46228,khasi hills,0,0,86,0,7006,0,0,13,2017
46229,khasi hills,0,0,126,0,11891,0,0,117,2020
46230,khasi hills,0,0,45,0,910,0,0,1,2018
46231,khasi hills,0,0,81,0,4057,0,0,4,2021
46232,garo hills,0,0,0,0,0,0,0,0,2018
46233,khasi hills,0,0,85,0,8500,0,0,85,2018
46234,khasi hills,0,0,23,0,2100,0,0,21,2017
46235,garo hills,0,2,57,0,5764,0,2,57,2020
46236,garo hills,0,0,0,0,0,0,0,0,2018
46237,khasi hills,0,0,110,0,6637,0,0,0,2017
46238,khasi hills,0,0,275,0,10288,0,0,11,2021
46239,garo hills,0,2,120,0,6674,0,0,0,2015
46240,khasi hills,0,0,79,0,5195,0,0,44,2021
46241,khasi hills,0,0,31,0,2996,0,0,23,2017
46242,garo hills,0,2,63,0,1890,0,0,0,2014
46243,khasi hills,0,0,51,0,4160,0,0,1,2019
46244,garo hills,0,0,30,0,2995,0,0,29,2021
46245,garo hills,0,6,103,0,9200,0,8,240,2014
46246,khasi hills,0,0,21,0,1676,0,0,11,2017
46247,garo hills,0,0,49,0,4141,0,0,39,2017
46248,garo hills,0,0,37,0,3170,0,0,31,2019
46249,khasi hills,0,0,73,0,5967,0,0,26,2021
46250,khasi hills,0,0,56,0,5099,0,0,50,2019
46251,khasi hills,0,0,68,0,1162,0,0,0,2014
46252,garo hills,0,0,52,0,1500,0,0,0,2014
46253,khasi hills,0,0,69,0,4060,0,0,0,2016
46254,garo hills,0,0,41,0,2744,0,0,40,2015
46255,garo hills,0,0,72,0,6420,0,0,51,2015
46256,garo hills,0,0,8,0,800,0,0,0,2015
46257,garo hills,0,0,139,0,8380,0,0,0,2020
46258,jaintia hills,0,0,141,0,13253,0,0,130,2016
46259,garo hills,0,0,97,0,9700,0,0,97,2018
46260,khasi hills,0,0,24,0,838,0,0,0,2016
46261,garo hills,0,0,55,0,5272,0,0,52,2021
46262,khasi hills,0,0,129,0,9957,0,0,0,2017
46263,garo hills,0,0,80,0,1633,0,0,0,2014
46264,ri bhoi,0,0,46,0,3695,0,0,0,2016
46265,garo hills,0,0,42,0,3900,0,0,38,2021
46266,khasi hills,0,0,0,0,0,0,0,0,2015
46267,garo hills,0,1,41,0,2850,0,0,0,2016
46268,garo hills,49,19,68,1500,2070,0,0,0,2020
46269,khasi hills,0,0,153,0,5560,0,0,1,2016
46270,garo hills,0,1,68,0,7025,0,1,68,2016
46271,khasi hills,0,0,274,0,21559,0,0,0,2017
46272,khasi hills,0,0,322,0,12920,0,0,0,2016
46273,khasi hills,0,0,27,0,1347,0,0,2,2019
46274,khasi hills,0,0,57,0,4868,0,0,36,2019
46275,khasi hills,30,101,140,2206,10950,0,1,1,2019
46276,garo hills,0,32,57,0,3237,0,0,0,2016
46277,khasi hills,0,1,65,0,6004,0,0,20,2020
46278,garo hills,0,0,136,0,12198,0,0,87,2021
46279,garo hills,0,0,9,0,900,0,0,0,2015
46280,khasi hills,0,2,65,0,6300,0,2,63,2016
46281,khasi hills,0,0,92,0,0,0,0,0,2021
46282,garo hills,0,2,23,0,2200,0,0,0,2015
46283,garo hills,0,4,57,0,5586,0,0,0,2016
46284,khasi hills,0,0,42,0,16,0,0,0,2021
46285,jaintia hills,0,0,55,0,0,0,0,0,2014
46286,khasi hills,0,0,98,0,9513,0,0,75,2016
46287,jaintia hills,0,0,352,0,21674,0,0,0,2021
46288,garo hills,1,1,179,68,11188,0,0,0,2016
46289,garo hills,0,2,11,0,700,0,0,45,2015
46290,garo hills,0,43,43,0,2000,0,0,0,2017
46291,khasi hills,0,0,69,0,5803,0,0,45,2019
46292,garo hills,0,0,69,0,5143,0,0,7,2018
46293,khasi hills,0,1,129,0,12900,0,1,129,2019
46294,ri bhoi,1,5,190,72,9530,0,0,0,2016
46295,khasi hills,0,0,25,0,2400,0,0,0,2020
46296,garo hills,0,295,296,0,17934,0,0,0,2016
46297,khasi hills,0,0,16,0,984,0,0,0,2016
46298,khasi hills,1,1,233,39,7841,0,0,0,2016
46299,khasi hills,0,0,29,0,2100,0,0,19,2019
46300,khasi hills,0,0,91,0,0,0,0,0,2016
46301,jaintia hills,0,9,188,0,3041,0,0,0,2015
46302,garo hills,0,2,81,0,7157,0,1,20,2020
46303,khasi hills,0,1,64,0,5062,0,0,0,2019
46304,garo hills,0,0,39,0,2922,0,0,0,2015
46305,garo hills,0,0,12,0,1100,0,0,0,2015
46306,khasi hills,0,0,74,0,5785,0,0,0,2021
46307,garo hills,0,1,60,0,5143,0,1,50,2021
46308,ri bhoi,1,0,68,0,0,0,0,0,2017
46309,garo hills,0,1,11,0,535,0,0,0,2014
46310,jaintia hills,0,0,95,0,1071,0,0,0,2016
46311,ri bhoi,0,2,79,0,1428,0,0,0,2015
46312,khasi hills,0,0,152,0,7200,0,0,1,2018
46313,khasi hills,0,0,47,0,3517,0,0,1,2017
46314,garo hills,0,0,105,0,10102,0,0,96,2018
46315,ri bhoi,0,0,104,0,5928,0,0,0,2021
46316,garo hills,0,0,61,0,1830,0,0,0,2014
46317,garo hills,0,0,22,0,660,0,0,0,2014
46318,khasi hills,0,0,185,0,16879,0,0,86,2020
46319,khasi hills,0,0,0,0,0,0,0,0,2020
46320,khasi hills,0,0,91,0,7634,0,0,31,2019
46321,garo hills,1,0,75,74,5208,0,0,0,2018
46322,garo hills,0,1,101,0,9900,0,1,99,2018
46323,garo hills,0,3,61,0,4063,0,0,0,2014
46324,ri bhoi,0,1,43,0,2196,0,0,0,2020
46325,garo hills,0,3,251,0,23050,0,3,225,2019
46326,garo hills,0,214,214,0,0,0,0,0,2014
46327,garo hills,0,1,45,0,1728,0,0,0,2014
46328,khasi hills,0,0,96,0,8129,0,0,0,2014
46329,garo hills,0,2,41,0,3812,0,2,32,2020
46330,garo hills,0,70,70,0,3585,0,0,0,2017
46331,garo hills,0,0,66,0,6600,0,0,66,2019
46332,jaintia hills,0,1,215,0,15408,0,0,0,2015
46333,jaintia hills,0,0,80,0,6236,0,0,0,2014
46334,garo hills,2,1,99,202,9796,2,1,93,2017
46335,garo hills,0,0,63,0,4116,0,0,0,2015
46336,garo hills,0,0,116,0,9140,0,0,0,2018
46337,khasi hills,0,0,49,0,2834,0,0,0,2018
46338,jaintia hills,0,0,97,0,0,0,0,0,2017
46339,ri bhoi,0,20,169,0,0,0,0,0,2016
46340,garo hills,0,0,11,0,1100,0,0,11,2021
46341,khasi hills,0,0,45,0,2300,0,0,0,2014
46342,khasi hills,0,0,52,0,0,0,0,0,2014
46343,garo hills,0,0,165,0,7176,0,0,0,2020
46344,garo hills,0,1,52,0,3300,0,0,0,2015
46345,khasi hills,0,0,71,0,5264,0,0,0,2021
46346,garo hills,0,1,138,0,12757,0,0,0,2020
46347,garo hills,0,1,41,0,3812,0,1,29,2019
46348,khasi hills,0,0,76,0,7036,0,0,65,2016
46349,garo hills,0,0,22,0,1487,0,0,0,2016
46350,jaintia hills,0,1,152,0,3333,0,0,0,2016
46351,ri bhoi,0,0,34,0,3169,0,0,22,2016
46352,garo hills,0,0,82,0,6264,0,0,23,2021
46353,khasi hills,0,0,10,0,0,0,0,0,2017
46354,khasi hills,0,0,76,0,3566,0,0,0,2021
46355,garo hills,6,17,123,190,10432,0,0,0,2020
46356,ri bhoi,0,10,148,0,13162,0,3,116,2017
46357,garo hills,0,0,92,0,8414,0,0,0,2016
46358,garo hills,0,0,60,0,5912,0,0,59,2021
46359,khasi hills,0,0,216,0,19108,0,0,176,2019
46360,garo hills,1,2,50,65,3235,0,0,0,2017
46361,garo hills,0,0,105,0,5355,0,0,0,2014
46362,khasi hills,0,0,43,0,1290,0,0,0,2020
46363,khasi hills,0,2,71,0,4309,0,0,0,2021
46364,khasi hills,0,0,56,0,4801,0,0,42,2021
46365,ri bhoi,0,1,120,0,1425,0,0,0,2018
46366,garo hills,0,1,39,0,2480,0,0,0,2018
46367,garo hills,0,1,107,0,3083,0,0,0,2020
46368,garo hills,0,0,63,0,3876,0,0,0,2018
46369,ri bhoi,0,1,119,0,0,0,0,0,2014
46370,ri bhoi,0,0,11,0,0,0,0,0,2018
46371,garo hills,2,562,564,114,24502,0,0,0,2017
46372,garo hills,0,0,27,0,0,0,0,0,2014
46373,khasi hills,0,0,98,0,6828,0,0,0,2021
46374,garo hills,0,0,69,0,6778,0,0,41,2018
46375,garo hills,0,0,36,0,3090,0,0,0,2018
46376,khasi hills,0,0,116,0,8938,0,0,3,2018
46377,garo hills,0,0,26,0,2086,0,0,0,2016
46378,garo hills,0,0,31,0,690,0,0,0,2014
46379,ri bhoi,0,1,122,0,11900,0,1,98,2020
46380,garo hills,0,0,51,0,4450,0,0,0,2014
46381,khasi hills,0,0,54,0,2300,0,0,0,2014
46382,garo hills,0,0,38,0,3400,0,0,0,2016
46383,garo hills,1,0,126,100,12152,1,0,60,2021
46384,garo hills,0,10,104,0,7564,0,0,0,2020
46385,garo hills,0,0,46,0,4600,0,0,46,2018
46386,ri bhoi,0,2,40,0,3830,0,2,35,2020
46387,ri bhoi,0,0,50,0,0,0,0,0,2014
46388,khasi hills,0,0,144,0,11201,0,0,16,2017
46389,garo hills,0,1,28,0,2600,0,0,26,2016
46390,garo hills,0,0,34,0,2866,0,0,0,2019
46391,khasi hills,0,0,17,0,1390,0,0,7,2020
46392,khasi hills,0,0,31,0,2975,0,0,25,2018
46393,khasi hills,0,0,189,0,7862,0,0,0,2018
46394,garo hills,0,2,38,0,1830,0,0,0,2020
46395,khasi hills,0,1,128,0,6200,0,0,0,2019
46396,garo hills,0,1,44,0,2990,0,0,0,2016
46397,jaintia hills,0,0,144,0,3550,0,0,0,2021
46398,ri bhoi,0,1,132,0,0,0,0,0,2014
46399,khasi hills,0,0,54,0,5035,0,0,43,2021
46400,ri bhoi,0,0,115,0,5061,0,0,0,2020
46401,garo hills,0,0,65,0,4053,0,0,0,2014
46402,garo hills,0,2,50,0,4808,0,2,48,2021
46403,khasi hills,0,0,37,0,3600,0,0,34,2019
46404,garo hills,0,2,41,0,3400,0,2,34,2021
46405,jaintia hills,0,0,34,0,2560,0,0,0,2015
46406,ri bhoi,0,6,52,0,3300,0,1,25,2019
46407,khasi hills,0,0,194,0,18733,0,0,1,2017
46408,khasi hills,0,0,28,0,2268,0,0,0,2015
46409,garo hills,0,0,23,0,2033,0,0,20,2020
46410,jaintia hills,0,0,182,0,15700,0,1,279,2015
46411,garo hills,0,23,23,0,1173,0,0,0,2014
46412,garo hills,0,0,98,0,3515,0,0,0,2014
46413,khasi hills,0,0,81,0,7698,0,0,76,2020
46414,ri bhoi,0,0,26,0,0,0,0,0,2015
46415,garo hills,0,0,98,0,9800,0,0,98,2017
46416,garo hills,0,4,94,0,7601,0,0,2,2017
46417,khasi hills,0,0,129,0,0,0,0,0,2015
46418,jaintia hills,0,0,463,0,4494,0,0,0,2016
46419,khasi hills,1,0,21,24,480,0,0,0,2014
46420,garo hills,0,0,91,0,5040,0,0,0,2015
46421,khasi hills,0,0,80,0,5964,0,0,15,2015
46422,khasi hills,0,0,33,0,1480,0,0,0,2018
46423,garo hills,0,1,86,0,3946,0,0,0,2015
46424,jaintia hills,0,0,214,0,0,0,0,0,2017
46425,khasi hills,0,0,70,0,3254,0,0,0,2020
46426,khasi hills,0,0,143,0,3637,0,0,0,2018
46427,khasi hills,0,0,66,0,2940,0,0,0,2019
46428,ri bhoi,0,0,74,0,1416,0,0,0,2016
46429,khasi hills,0,0,62,0,0,0,0,0,2014
46430,khasi hills,0,0,129,0,6649,0,0,4,2018
46431,garo hills,0,1,45,0,3000,0,0,0,2015
46432,garo hills,0,0,104,0,10163,0,0,65,2021
46433,jaintia hills,0,0,103,0,6614,0,0,20,2019
46434,garo hills,0,1,51,0,5058,0,1,50,2018
46435,ri bhoi,0,1,204,0,8004,0,0,0,2018
46436,khasi hills,0,0,48,0,1562,0,0,0,2017
46437,khasi hills,0,0,124,0,10274,0,0,25,2021
46438,garo hills,0,3,63,0,5892,0,1,47,2019
46439,khasi hills,0,0,33,0,0,0,0,0,2017
46440,garo hills,0,0,40,0,2584,0,0,0,2015
46441,garo hills,0,0,68,0,6100,0,0,61,2019
46442,khasi hills,0,0,119,0,0,0,0,0,2015
46443,garo hills,0,0,58,0,5800,0,0,0,2014
46444,garo hills,0,6,105,0,9982,0,6,78,2021
46445,garo hills,0,0,0,0,0,0,0,0,2016
46446,ri bhoi,0,2,88,0,8538,0,2,77,2020
46447,khasi hills,0,0,94,0,8999,0,0,89,2021
46448,khasi hills,0,0,154,0,9695,0,0,17,2020
46449,jaintia hills,0,0,155,0,10964,0,0,1,2021
46450,garo hills,0,0,80,0,6288,0,0,0,2020
46451,khasi hills,0,3,125,0,7652,0,3,40,2021
46452,garo hills,0,0,63,0,5040,0,0,0,2017
46453,garo hills,0,0,88,0,6640,0,0,0,2016
46454,khasi hills,0,0,95,0,3394,0,0,3,2019
46455,garo hills,0,0,101,0,4395,0,0,43,2018
46456,garo hills,0,1,86,0,7799,0,0,0,2016
46457,garo hills,0,0,43,0,4116,0,0,0,2016
46458,garo hills,0,0,23,0,861,0,0,0,2014
46459,garo hills,0,0,80,0,1600,0,0,0,2015
46460,jaintia hills,0,0,13,0,0,0,0,0,2014
46461,garo hills,0,2,201,0,18760,0,1,186,2018
46462,garo hills,0,283,283,0,16784,0,0,0,2018
46463,khasi hills,0,0,90,0,0,0,0,0,2015
46464,khasi hills,0,0,44,0,2457,0,0,0,2020
46465,khasi hills,0,0,40,0,1772,0,0,14,2021
46466,garo hills,0,0,18,0,1500,0,0,15,2016
46467,garo hills,0,2,36,0,3600,0,2,36,2021
46468,khasi hills,0,0,21,0,1124,0,0,0,2016
46469,khasi hills,0,0,26,0,1751,0,0,1,2021
46470,garo hills,0,1,68,0,5257,0,0,51,2018
46471,jaintia hills,0,0,485,0,15647,0,0,18,2020
46472,garo hills,0,0,14,0,600,0,0,6,2016
46473,garo hills,0,0,88,0,6520,0,0,0,2015
46474,khasi hills,0,0,57,0,2624,0,0,0,2016
46475,jaintia hills,0,0,176,0,11767,0,0,0,2017
46476,garo hills,1,2,145,96,13500,0,0,0,2015
46477,ri bhoi,0,0,98,0,7778,0,0,0,2015
46478,khasi hills,0,0,129,0,8300,0,0,0,2014
46479,khasi hills,0,0,165,0,1907,0,0,0,2015
46480,khasi hills,0,0,126,0,3720,0,0,0,2015
46481,khasi hills,0,0,70,0,6900,0,0,69,2017
46482,khasi hills,0,1,144,0,2703,0,0,0,2016
46483,ri bhoi,0,1,101,0,7510,0,0,47,2020
46484,ri bhoi,0,2,157,0,0,0,0,0,2018
46485,garo hills,0,1,82,0,6112,0,0,0,2020
46486,garo hills,0,0,52,0,4600,0,0,46,2017
46487,khasi hills,0,0,11,0,886,0,0,0,2017
46488,khasi hills,0,1,47,0,0,0,0,0,2020
46489,garo hills,0,0,96,0,7057,0,0,0,2020
46490,khasi hills,0,0,21,0,0,0,0,0,2016
46491,khasi hills,0,0,153,0,2194,0,0,0,2014
46492,jaintia hills,0,0,0,0,0,0,0,0,2015
46493,khasi hills,0,0,134,0,13177,0,0,113,2019
46494,garo hills,0,2,80,0,7800,0,1,77,2019
46495,khasi hills,0,0,45,0,2699,0,0,0,2018
46496,garo hills,0,0,37,0,367,0,0,0,2014
46497,khasi hills,0,0,90,0,5989,0,0,1,2018
46498,garo hills,0,2,67,0,4740,0,2,163,2015
46499,khasi hills,0,0,72,0,0,0,0,0,2021
46500,jaintia hills,0,0,203,0,8576,0,0,0,2014
46501,jaintia hills,0,2,348,0,7011,0,0,10,2015
46502,khasi hills,0,0,51,0,0,0,0,0,2014
46503,garo hills,0,0,0,0,0,0,0,0,2021
46504,khasi hills,0,0,39,0,1374,0,0,0,2016
46505,garo hills,0,1,103,0,4095,0,0,0,2014
46506,garo hills,0,0,53,0,5300,0,0,53,2020
46507,khasi hills,0,0,10,0,0,0,0,0,2021
46508,ri bhoi,0,0,60,0,2341,0,0,0,2018
46509,ri bhoi,0,4,121,0,11898,0,4,111,2016
46510,garo hills,0,1,108,0,9630,0,0,51,2020
46511,garo hills,0,3,41,0,3062,0,0,0,2018
46512,garo hills,0,1,29,0,2596,0,0,21,2017
46513,garo hills,0,2,76,0,5962,0,2,59,2019
46514,ri bhoi,0,0,57,0,2342,0,0,0,2018
46515,khasi hills,0,0,178,0,2010,0,0,0,2014
46516,garo hills,0,4,50,0,3760,0,0,0,2020
46517,khasi hills,8,4,101,321,4335,0,0,0,2019
46518,garo hills,0,0,121,0,11200,0,0,112,2018
46519,khasi hills,0,0,126,0,3050,0,0,0,2017
46520,khasi hills,0,0,39,0,0,0,0,0,2016
46521,garo hills,0,0,0,0,0,0,0,0,2020
46522,khasi hills,0,0,70,0,3873,0,0,0,2021
46523,khasi hills,0,1,110,0,6933,0,0,0,2017
46524,garo hills,0,1,79,0,7400,0,0,71,2019
46525,khasi hills,0,0,0,0,0,0,0,0,2019
46526,garo hills,0,0,30,0,2999,0,0,29,2021
46527,khasi hills,0,0,95,0,1776,0,0,0,2016
46528,garo hills,0,5,65,0,4900,0,3,41,2019
46529,khasi hills,0,0,33,0,308,0,0,0,2019
46530,khasi hills,0,0,18,0,0,0,0,0,2021
46531,khasi hills,0,0,114,0,0,0,0,0,2014
46532,garo hills,0,27,42,0,1400,0,2,14,2016
46533,khasi hills,0,0,109,0,855,0,0,0,2017
46534,khasi hills,0,0,36,0,0,0,0,0,2016
46535,jaintia hills,0,0,45,0,2,0,0,0,2020
46536,garo hills,0,1,70,0,7000,0,1,70,2019
46537,garo hills,0,2,74,0,7100,0,2,70,2021
46538,garo hills,0,0,54,0,2544,0,0,0,2018
46539,jaintia hills,0,0,258,0,1798,0,0,0,2014
46540,garo hills,0,1,27,0,2620,0,1,23,2021
46541,garo hills,0,0,53,0,5000,0,0,50,2018
46542,khasi hills,0,0,46,0,0,0,0,0,2015
46543,khasi hills,0,0,23,0,0,0,0,0,2014
46544,khasi hills,0,0,48,0,3376,0,0,0,2016
46545,garo hills,0,0,85,0,7635,0,0,0,2020
46546,khasi hills,0,0,87,0,7758,0,0,23,2021
46547,khasi hills,0,1,49,0,1562,0,0,0,2014
46548,khasi hills,0,0,56,0,0,0,0,0,2014
46549,garo hills,0,3,71,0,6790,0,3,63,2021
46550,ri bhoi,0,0,186,0,16179,0,0,150,2019
46551,garo hills,0,0,30,0,0,0,0,0,2014
46552,jaintia hills,0,0,92,0,8368,0,0,67,2021
46553,garo hills,0,0,28,0,1980,0,0,0,2015
46554,garo hills,0,1,63,0,5800,0,1,58,2018
46555,garo hills,0,0,116,0,10500,0,0,105,2016
46556,garo hills,0,2,44,0,4360,0,2,39,2020
46557,jaintia hills,0,2,456,0,872,0,0,0,2016
46558,garo hills,0,0,86,0,8207,0,0,0,2016
46559,garo hills,0,0,14,0,1300,0,0,0,2018
46560,garo hills,0,0,54,0,4340,0,0,0,2021
46561,garo hills,0,1,33,0,1909,0,0,1,2018
46562,garo hills,0,1,43,0,2016,0,0,8,2014
46563,khasi hills,0,1,408,0,21405,0,0,0,2021
46564,ri bhoi,0,0,0,0,0,0,0,0,2018
46565,garo hills,0,0,81,0,8040,0,0,79,2021
46566,ri bhoi,0,0,103,0,2561,0,0,0,2019
46567,khasi hills,0,0,51,0,2979,0,0,0,2020
46568,khasi hills,0,0,49,0,3282,0,0,1,2018
46569,ri bhoi,0,1,48,0,3850,0,0,0,2020
46570,garo hills,0,2,88,0,7296,0,0,0,2020
46571,garo hills,0,1,22,0,2200,0,1,22,2017
46572,jaintia hills,0,0,86,0,7926,0,0,4,2021
46573,khasi hills,0,0,81,0,6011,0,0,11,2015
46574,khasi hills,0,0,0,0,0,0,0,0,2015
46575,garo hills,0,13,133,0,12098,0,10,118,2021
46576,garo hills,14,42,366,155,4094,0,0,0,2019
46577,garo hills,0,0,99,0,3896,0,0,0,2015
46578,garo hills,0,0,77,0,6343,0,0,62,2019
46579,garo hills,0,8,121,0,11395,0,7,109,2017
46580,garo hills,1,7,266,50,13000,0,0,0,2015
46581,garo hills,0,1,38,0,2300,0,0,0,2015
46582,ri bhoi,0,0,109,0,4809,0,0,0,2021
46583,garo hills,0,0,40,0,1950,0,0,0,2017
46584,khasi hills,0,0,87,0,7063,0,0,20,2017
46585,khasi hills,0,0,27,0,1221,0,0,0,2018
46586,garo hills,0,0,116,0,6710,0,0,1,2017
46587,garo hills,0,0,5,0,199,0,0,0,2014
46588,khasi hills,0,0,8,0,0,0,0,0,2014
46589,garo hills,0,0,42,0,2100,0,0,0,2018
46590,ri bhoi,0,0,87,0,3107,0,0,0,2018
46591,khasi hills,0,0,105,0,9560,0,0,0,2019
46592,khasi hills,0,0,25,0,514,0,0,0,2017
46593,garo hills,0,0,23,0,2196,0,0,14,2021
46594,khasi hills,0,0,105,0,6269,0,0,13,2020
46595,jaintia hills,0,0,121,0,0,0,0,0,2017
